distance: 5.38    |   smooth: 4.97   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.37', 'mcpd_ifft': '5.86', 'mcpd_phase_slope': '8.63', 'mcpd_rssi_openspace': '11.22', 'mcpd_best': '5.86'}
distance: 5.1    |   smooth: 4.83   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.43', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.69', 'mcpd_rssi_openspace': '10.00', 'mcpd_best': '5.57'}
distance: 5.65    |   smooth: 5.0   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': 'nan', 'mcpd_ifft': '6.15', 'mcpd_phase_slope': '4.86', 'mcpd_rssi_openspace': '8.91', 'mcpd_best': '6.15'}
distance: 5.1    |   smooth: 4.91   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '2.97', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.88', 'mcpd_rssi_openspace': '10.00', 'mcpd_best': '5.57'}
distance: 5.38    |   smooth: 4.96   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '6.47', 'mcpd_ifft': '5.86', 'mcpd_phase_slope': '8.08', 'mcpd_rssi_openspace': '10.00', 'mcpd_best': '5.86'}
distance: 5.38    |   smooth: 5.02   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': 'nan', 'mcpd_ifft': '5.86', 'mcpd_phase_slope': '2.65', 'mcpd_rssi_openspace': '7.08', 'mcpd_best': '5.86'}
distance: -0.11    |   smooth: 4.58   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': 'nan', 'mcpd_ifft': '0.08', 'mcpd_phase_slope': '0.00', 'mcpd_rssi_openspace': '8.91', 'mcpd_best': '0.08'}
distance: 5.1    |   smooth: 4.72   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': 'nan', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.31', 'mcpd_rssi_openspace': '12.59', 'mcpd_best': '5.57'}
distance: 5.65    |   smooth: 4.77   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '6.29', 'mcpd_ifft': '6.15', 'mcpd_phase_slope': '8.31', 'mcpd_rssi_openspace': '11.22', 'mcpd_best': '6.15'}
distance: 5.1    |   smooth: 4.77   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.86', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.74', 'mcpd_rssi_openspace': '10.00', 'mcpd_best': '5.57'}
distance: 5.1    |   smooth: 4.75   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': 'nan', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '13.30', 'mcpd_rssi_openspace': '10.00', 'mcpd_best': '5.57'}
distance: 5.1    |   smooth: 4.75   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.79', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '8.49', 'mcpd_rssi_openspace': '10.00', 'mcpd_best': '5.57'}
distance: 2.87    |   smooth: 4.47   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': 'nan', 'mcpd_ifft': '3.22', 'mcpd_phase_slope': '10.13', 'mcpd_rssi_openspace': '12.59', 'mcpd_best': '3.22'}
distance: 5.1    |   smooth: 4.47   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.61', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.41', 'mcpd_rssi_openspace': '7.08', 'mcpd_best': '5.57'}
distance: 5.1    |   smooth: 4.44   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.69', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.34', 'mcpd_rssi_openspace': '7.08', 'mcpd_best': '5.57'}
distance: 5.1    |   smooth: 4.41   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.58', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.59', 'mcpd_rssi_openspace': '7.94', 'mcpd_best': '5.57'}
distance: 5.1    |   smooth: 4.93   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': 'nan', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '8.15', 'mcpd_rssi_openspace': '10.00', 'mcpd_best': '5.57'}
distance: 4.82    |   smooth: 4.9   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.57', 'mcpd_ifft': '5.27', 'mcpd_phase_slope': '8.23', 'mcpd_rssi_openspace': '6.31', 'mcpd_best': '5.27'}
distance: 5.1    |   smooth: 4.85   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': 'nan', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.69', 'mcpd_rssi_openspace': '5.01', 'mcpd_best': '5.57'}
distance: 5.1    |   smooth: 4.85   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': 'nan', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.92', 'mcpd_rssi_openspace': '6.31', 'mcpd_best': '5.57'}
distance: 4.82    |   smooth: 4.82   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.36', 'mcpd_ifft': '5.27', 'mcpd_phase_slope': '7.69', 'mcpd_rssi_openspace': '6.31', 'mcpd_best': '5.27'}
distance: 5.1    |   smooth: 4.82   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.66', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '8.18', 'mcpd_rssi_openspace': '7.08', 'mcpd_best': '5.57'}
distance: 4.27    |   smooth: 4.96   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '6.93', 'mcpd_ifft': '4.69', 'mcpd_phase_slope': '7.57', 'mcpd_rssi_openspace': '8.91', 'mcpd_best': '4.69'}
distance: 3.43    |   smooth: 4.79   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': 'nan', 'mcpd_ifft': '3.81', 'mcpd_phase_slope': '7.49', 'mcpd_rssi_openspace': '6.31', 'mcpd_best': '3.81'}
distance: 4.82    |   smooth: 4.77   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.75', 'mcpd_ifft': '5.27', 'mcpd_phase_slope': '8.24', 'mcpd_rssi_openspace': '7.08', 'mcpd_best': '5.27'}
distance: 5.1    |   smooth: 4.77   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.48', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.37', 'mcpd_rssi_openspace': '5.62', 'mcpd_best': '5.57'}
distance: 5.1    |   smooth: 4.77   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.36', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.44', 'mcpd_rssi_openspace': '7.08', 'mcpd_best': '5.57'}
distance: 5.1    |   smooth: 4.79   | Result: {'addr': 'FA:25:A4:44:D3:FC', 'quality': 'ok', 'mcpd_high_precision': '5.52', 'mcpd_ifft': '5.57', 'mcpd_phase_slope': '7.58', 'mcpd_rssi_openspace': '6.31', 'mcpd_best': '5.57'}
